180;0.9509;3.2938
181;0.9554;3.3244
182;0.9601;3.3560
183;0.9650;3.3888
184;0.9701;3.4229
185;0.9755;3.4581
186;0.9812;3.4946
187;0.9872;3.5324
188;0.9934;3.5716
189;1.0000;3.6120
190;1.0068;3.6539
191;1.0140;3.6972
192;1.0215;3.7420
193;1.0294;3.7882
194;1.0376;3.8359
195;1.0462;3.8853
196;1.0552;3.9362
197;1.0646;3.9887
198;1.0744;4.0430
199;1.0846;4.0989
200;1.0952;4.1565
201;1.1063;4.2160
202;1.1179;4.2773
203;1.1300;4.3404
204;1.1425;4.4054
205;1.1556;4.4724
206;1.1692;4.5414
207;1.1834;4.6123
208;1.1981;4.6854
209;1.2134;4.7605
210;1.2293;4.8378
211;1.2458;4.9173
212;1.2629;4.9991
213;1.2807;5.0831
214;1.2992;5.1695
215;1.3184;5.2582
216;1.3382;5.3493
217;1.3588;5.4429
218;1.3802;5.5391
219;1.4023;5.6377
220;1.4251;5.7391
221;1.4488;5.8430
222;1.4734;5.9497
223;1.4987;6.0591
224;1.5250;6.1714
225;1.5521;6.2865
226;1.5802;6.4045
227;1.6092;6.5255
228;1.6391;6.6495
229;1.6701;6.7766
230;1.7020;6.9068
231;1.7350;7.0402
232;1.7691;7.1768
233;1.8042;7.3168
234;1.8404;7.4601
235;1.8778;7.6068
236;1.9164;7.7569
237;1.9561;7.9106
238;1.9970;8.0679
239;2.0392;8.2288
