0;0.7763;2.3643
1;0.7765;2.3711
2;0.7795;2.3762
3;0.7795;2.3750
4;0.7785;2.3849
5;0.7776;2.4041
6;0.7796;2.4113
7;0.7843;2.3989
8;0.7857;2.4297
9;0.7886;2.4449
10;0.7886;2.4592
11;0.7883;2.4377
12;0.7905;2.4520
13;0.7929;2.4549
14;0.7909;2.4871
15;0.7936;2.4943
16;0.7993;2.4649
17;0.7993;2.4649
18;0.7968;2.4647
19;0.7916;2.4220
20;0.7896;2.4007
21;0.7856;2.3854
22;0.7896;2.4072
23;0.7919;2.4316
24;0.7919;2.4266
25;0.7890;2.4158
26;0.7881;2.3988
27;0.7878;2.4178
28;0.7813;2.4648
29;0.7817;2.4632
30;0.7839;2.4402
31;0.7839;2.4407
32;0.7832;2.4508
33;0.7828;2.4742
34;0.7878;2.4848
35;0.7907;2.4973
36;0.7900;2.4915
37;0.7894;2.4789
38;0.7894;2.4300
39;0.7878;2.4300
40;0.7864;2.5091
41;0.7857;2.4596
42;0.7931;2.4664
43;0.7958;2.4678
44;0.7986;2.4665
45;0.7986;2.4790
46;0.8006;2.4839
47;0.7988;2.5060
48;0.7990;2.5079
49;0.8018;2.5290
50;0.8066;2.5714
51;0.8030;2.5890
52;0.8030;2.5890
53;0.8024;2.5555
54;0.8044;2.5607
55;0.8024;2.5612
56;0.8029;2.5773
57;0.8022;2.6001
58;0.7987;2.6091
59;0.7987;2.6068
60;0.7997;2.6066
61;0.8003;2.6048
62;0.7978;2.5849
63;0.7975;2.5755
64;0.8013;2.5564
65;0.8074;2.5184
66;0.8074;2.5225
67;0.8062;2.5315
68;0.8039;2.5419
69;0.8012;2.5230
70;0.8006;2.5114
71;0.8029;2.5501
72;0.8034;2.5717
73;0.8034;2.5717
74;0.8026;2.5670
75;0.8040;2.5683
76;0.8098;2.5676
77;0.8107;2.5700
78;0.8098;2.5955
79;0.8141;2.5926
80;0.8142;2.6027
81;0.8139;2.5979
82;0.8098;2.6025
83;0.8069;2.6022
84;0.8044;2.6300
85;0.8048;2.6569
86;0.8027;2.6586
87;0.8027;2.6596
88;0.8036;2.6756
89;0.8013;2.7173
90;0.8024;2.7296
91;0.8121;2.6950
92;0.8150;2.6629
93;0.8180;2.6577
94;0.8180;2.6575
95;0.8166;2.6670
96;0.8189;2.6803
97;0.8206;2.6985
98;0.8202;2.6962
99;0.8200;2.6907
100;0.8212;2.6992
101;0.8212;2.6690
102;0.8208;2.6984
103;0.8227;2.6871
104;0.8236;2.6613
105;0.8264;2.6623
106;0.8301;2.6792
107;0.8333;2.6979
108;0.8333;2.7030
109;0.8375;2.7144
110;0.8384;2.7077
111;0.8435;2.6982
112;0.8470;2.6843
113;0.8468;2.6580
114;0.8448;2.6332
115;0.8448;2.6490
116;0.8448;2.6495
117;0.8468;2.6689
118;0.8489;2.6689
119;0.8535;2.6410
120;0.8622;2.6366
121;0.8650;2.6269
122;0.8650;2.6269
123;0.8631;2.6390
124;0.8635;2.6412
125;0.8640;2.6112
126;0.8659;2.5912
127;0.8856;2.5823
128;0.8925;2.5850
129;0.8925;2.5835
130;0.8914;2.5915
131;0.8856;2.5839
132;0.8813;2.5795
133;0.8852;2.5924
134;0.8834;2.6407
135;0.8867;2.6881
136;0.8867;2.6888
137;0.8833;2.6985
138;0.8789;2.7191
139;0.8734;2.7141
140;0.8779;2.7444
141;0.8756;2.7607
142;0.8840;2.7866
143;0.8840;2.7866
144;0.8830;2.7903
145;0.8835;2.7975
146;0.8841;2.8528
147;0.8816;2.8599
148;0.8765;2.8303
149;0.8784;2.8380
150;0.8784;2.8380
151;0.8774;2.8365
152;0.8790;2.8334
153;0.8782;2.8362
154;0.8774;2.8509
155;0.8808;2.8727
156;0.8791;2.8741
157;0.8791;2.8755
158;0.8811;2.8772
159;0.8827;2.8737
160;0.8809;2.8612
161;0.8839;2.8805
162;0.8922;2.8948
163;0.8936;2.8468
164;0.8936;2.8468
165;0.8936;2.8627
166;0.8940;2.9063
167;0.8980;2.9548
168;0.9050;2.9905
169;0.9122;3.0250
170;0.9226;3.0670
171;0.9227;3.0670
172;0.9213;3.0856
173;0.9282;3.1336
174;0.9406;3.1164
175;0.9452;3.1357
176;0.9459;3.2026
177;0.9530;3.2530
178;0.9530;3.2526
179;0.9488;3.2437
